time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec), avg_lat(ms)
1135,3.8,6387.44,1003.865,5273.343,5696.371,6699.721,13088.204,16690.804,16690.804,16690.804,0,,,
1140,3.8,4091.964,1005.375,1651.622,1901.637,7644.934,9180.295,9341.453,9341.453,9341.453,0,,,
1145,3.4,5079.158,1560.677,1943.485,5430.219,5706.849,9543.269,9951.304,9951.304,9951.304,0,,,
1150,5.2,4384.091,999.012,1668.416,4502.602,6621.041,7827.619,8298.121,12474.426,12474.426,0,,,
1155,3.4,6808.474,1719.801,4117.173,6998.218,7633.797,11727.913,12688.819,12688.819,12688.819,0,,,
1160,3,6829.452,1676.714,2269.717,6155.609,10442.706,13673.474,13774.572,13774.572,13774.572,0,,,
1165,3.8,4097.236,1004.001,1551.664,4833.878,5849.229,8586.172,8969.871,8969.871,8969.871,0,,,
1170,4,5891.248,1004.001,1653.547,5722.683,9782.886,10273.729,10760.046,10760.046,10760.046,0,,,
1175,2.8,5732.731,1626.459,3114.776,6096.756,7083.903,7826.881,13175.775,13175.775,13175.775,0,,,
1180,3.8,5206.234,1004.417,4082.998,4678.176,7598.397,8821.021,8821.736,8821.736,8821.736,0,,,
1185,4,5285.753,1004.483,1684.861,5645.312,8044.774,8882.393,11360.35,11360.35,11360.35,0,,,
1190,4,5825.97,1005.202,2002.655,4466.048,9790.587,12323.507,12898.856,12898.856,12898.856,0,,,
1195,2.8,5652.603,1592.622,3064.383,5587.511,9147.244,9557.956,9899.118,9899.118,9899.118,0,,,
1200,3.8,4595.494,1475.998,1718.84,4458.863,8210.329,8627.728,8946.448,8946.448,8946.448,0,,,
1205,4,5684.977,1003.175,3945.565,5529.225,7969.5,10408.805,13528.724,13528.724,13528.724,0,,,
1210,3.8,5008.5,1207.877,3924.481,4000.09,7442.306,10392.374,11931.952,11931.952,11931.952,0,,,
1215,3.6,5147.876,1442.936,1552.739,5170.833,7603.701,10771.057,10887.157,10887.157,10887.157,0,,,
1220,3.6,6440.152,1426.893,4318.954,7333.039,7968.303,9580.164,17253.626,17253.626,17253.626,0,,,
1225,3.4,5557.059,1027.89,1600.817,5261.106,9031.703,9800.772,12834.534,12834.534,12834.534,0,,,
1230,3.2,5633.319,1028.936,2981.566,5964.49,9491.617,10067.468,11062.475,11062.475,11062.475,0,,,
1235,3.6,5218.539,1033.201,1718.752,5554.296,8864.524,9374.852,9483.116,9483.116,9483.116,0,,,
1240,3,5296.355,1484.004,4468.93,5027.73,7193.454,8179.363,8571.677,8571.677,8571.677,0,,,
1245,4.6,4972.686,1027.667,2881.07,5398.178,6607.882,8356.72,8448.591,9826.703,9826.703,0,,,
1250,4,4425.198,1265.553,1794.017,4350.508,6339.067,7620.541,10153.072,10153.072,10153.072,0,,,
1255,4.4,5124.107,1003.563,1811.973,5152.389,7926.503,8945.389,9598.68,10242.097,10242.097,0,,,
1260,4.2,5057.204,1003.876,2880.018,5327.618,7376.628,8001.972,8270.829,8645.819,8645.819,0,,,
1265,4.4,4343.404,1003.167,2019.809,3532.141,6047.766,8678.376,8758.875,8880.737,8880.737,0,,,
1270,3.2,6046.172,1459.231,4317.099,5845.187,8378.711,9613.145,9899.288,9899.288,9899.288,0,,,
1275,3,6159.742,1610.613,5444.5,6171.733,6640.692,10065.377,10115.078,10115.078,10115.078,0,,,
1280,3.6,5200.22,1005.06,3816.286,5614.906,6013.832,9339.628,10123.522,10123.522,10123.522,0,,,
1285,5.2,4034.966,1003.71,1374.959,4608.451,5787.615,7085.214,7308.165,10181.154,10181.154,0,,,
1290,5,4011.732,1004.149,3106.817,3816.027,4593.839,7293.557,7712.234,9053.362,9053.362,0,,,
1295,5,4291.488,1003.89,1644.226,4469.36,5043.961,7418.642,8920.991,9214.351,9214.351,0,,,
1300,4,6514.07,1028.489,4192.496,6640.009,10131.49,11186.78,11570.544,11570.544,11570.544,0,,,
1305,3.6,4847.011,1005.143,1685.56,5320.33,9005.391,9479.575,10549.263,10549.263,10549.263,0,,,
1310,3.2,5211.909,999.956,4351.027,4776.781,8337.876,8656.559,9339.685,9339.685,9339.685,0,,,
1315,4.2,5438.793,1003.701,4282.123,5086.928,7844.331,8820.953,8864.207,10744.931,10744.931,0,,,
1320,3.6,4370.575,1694.387,3565.036,4509.156,5120.702,6455.739,6791.424,6791.424,6791.424,0,,,
1325,5.4,3839.511,999.895,1627.869,3933.308,5035.155,7911.398,8695.634,8762.496,8762.496,0,,,
1330,4.2,4716.924,1008.251,4267.956,4767.875,5086.763,7986.531,8102.63,8396.209,8396.209,0,,,
1335,3.8,5331.577,1004.959,3874.773,4536.235,7335.39,8037.292,8438.571,8438.571,8438.571,0,,,
1340,5.2,4407.32,1003.614,1610.115,5372.637,7309.547,7742.725,8645.324,10400.764,10400.764,0,,,
1345,4,4239.432,1003.616,3815.678,4803.074,5628.758,6249.034,7873.251,7873.251,7873.251,0,,,
1350,4.2,5306.146,1593.646,4116.541,5379.996,6950.994,7283.533,7325.641,7710.488,7710.488,0,,,
1355,4.4,3609.125,1449.96,2796.895,3909.144,4676.738,5079.736,5095.233,6909.15,6909.15,0,,,
1360,6.4,4198.375,1005.138,3373.676,4135.201,5736.936,6223.386,7116.39,7810.896,7810.896,0,,,
1365,4.6,5043.102,1003.604,3298.134,4458.444,7550.187,8645.382,9029.763,10642.044,10642.044,0,,,
1370,3.8,4687.444,1005.083,1660.24,3363.474,8528.464,9288.229,9497.724,9497.724,9497.724,0,,,
1375,3.8,5305.287,1004.427,1763.264,5427.536,8231.613,8460.415,8595.275,8595.275,8595.275,0,,,
1380,3.8,5102.086,1133.408,3933.469,5369.879,6891.378,7650.086,10048.586,10048.586,10048.586,0,,,
1385,4.6,4397.144,1177.846,3599.011,4117.269,4926.844,7568.424,9346.442,9507.51,9507.51,0,,,
1390,4,4566.146,1003.829,3172.905,4802.695,6707.403,7131.892,7354.251,7354.251,7354.251,0,,,
1395,3.4,7097.808,1827.189,5836.27,7258.202,8125.384,10891.931,11376.4,11376.4,11376.4,0,,,
1400,3.4,5333.173,1003.962,1777.426,6029.348,7109.356,9612.367,14426.91,14426.91,14426.91,0,,,
1405,3.4,5265.988,1568.642,3480.415,5244.398,7508.702,8652.151,9330.048,9330.048,9330.048,0,,,
1410,4,4217.215,1008.251,1718.559,5119.858,5491.011,7425.834,10812.557,10812.557,10812.557,0,,,
1415,4.6,5145.021,1004.435,1902.924,4616.54,8362.632,8864.727,10587.162,11605.333,11605.333,0,,,
1420,4.2,5851.726,1003.87,4616.284,5169.673,8312.238,9012.775,11077.236,11612.803,11612.803,0,,,
1425,3,4761.627,1120.705,1893.932,4601.159,7364.488,7765.697,8034.466,8034.466,8034.466,0,,,
1430,3.6,6245.766,1027.949,4382.482,5291.458,8417.304,11109.271,11711.223,11711.223,11711.223,0,,,
1435,4,4770.196,1005.364,1624.511,5594.683,7233.616,7693.487,10100.204,10100.204,10100.204,0,,,
1440,3.8,5801.591,1004.725,1584.557,5018.316,8093.155,10974.187,15661.678,15661.678,15661.678,0,,,
1445,3.2,6183.158,1551.275,4090.993,7750.045,8994.335,11158.576,11342.836,11342.836,11342.836,0,,,
1450,3.2,4257.719,1509.778,1685.732,4434.988,5586.678,9028.573,9539.552,9539.552,9539.552,0,,,
1455,4.8,4239.392,1191.851,2823.804,4442.798,5487.947,7391.822,8001.291,8961.288,8961.288,0,,,
1460,4.6,6055.213,1003.92,1835.479,5030.28,9469.684,12068.374,12962.967,16238.427,16238.427,0,,,
1465,3.4,4357.087,1005.07,1601.048,4316.435,6337.931,9821.889,9947.009,9947.009,9947.009,0,,,
1470,3.4,5630.916,1003.488,1802.54,5462.246,8677.426,9037.05,11101.23,11101.23,11101.23,0,,,
1475,3.6,4786.431,1151.994,3411.987,4802.018,7290.784,8276.591,8578.508,8578.508,8578.508,0,,,
1480,3.6,6104.42,1398.285,3916.364,5578.327,8485.978,11076.578,11620.413,11620.413,11620.413,0,,,
1485,4.2,4804.691,999.403,1701.015,3875.648,7518.162,8403.745,11418.601,11844.765,11844.765,0,,,
1490,3.4,6433.805,1031.153,2371.021,5213.117,9873.106,13248.991,15364.312,15364.312,15364.312,0,,,
1495,3.4,4632.804,1092.911,1802.581,5511.518,5745.203,10091.231,10810.456,10810.456,10810.456,0,,,
1500,4.2,5161.913,1442.867,3298.565,5036.952,7685.213,8295.815,8661.625,9282.331,9282.331,0,,,
1505,3.6,4630.212,1004.338,1894.559,4083.123,6247.28,9674.006,11603.273,11603.273,11603.273,0,,,
1510,4.2,6131.441,1096.485,3958.874,6044.845,8777.276,9455.395,12521.174,12963.185,12963.185,0,,,
1515,3.6,4678.597,1003.709,1710.423,5109.732,6505.092,8945.969,10699.267,10699.267,10699.267,0,,,
1520,4.6,4851.684,1004.406,1985.82,4943.03,7382.339,8242.136,8553.706,8727.782,8727.782,0,,,
1525,3.4,5608.88,1005.529,3840.671,4608.602,7908.827,10409.204,12631.488,12631.488,12631.488,0,,,
1530,3.8,4192.425,1005.726,1844.628,4527.85,5120.634,7390.693,7719.271,7719.271,7719.271,0,,,
1535,5,4818.351,1004.915,3264.737,4318.546,6474.372,9054.649,9539.234,9830.113,9830.113,0,,,
1540,4,4723.775,1003.748,1709.881,5386.36,7433.609,8426.135,8445.033,8445.033,8445.033,0,,,
1545,4,5707.932,1004.268,4258.673,5643.406,7917.392,9928.296,12276.563,12276.563,12276.563,0,,,
1550,2.8,5757.052,1375.011,5428.757,5904.748,6263.425,6597.461,8669.071,8669.071,8669.071,0,,,
1555,4.2,5182.675,1003.514,3764.225,5124.729,6837.479,7982.985,8292.049,10451.97,10451.97,0,,,
1560,4.2,4870.154,1004.413,3390.848,4583.779,6505.406,7394.969,8161.734,15457.041,15457.041,0,,,
1565,4,4497.58,1027.025,3680.528,4417.444,6472.918,6833.546,6965.951,6965.951,6965.951,0,,,
1570,5,4176.365,1376.273,3590.079,4417.593,4759.308,6749.527,7368.493,7619.763,7619.763,0,,,
1575,4.8,4620.146,1004.921,1868.445,4351.92,7290.446,8058.86,8250.406,8565.967,8565.967,0,,,
1580,3.6,5517.042,1029.089,3773.236,6026.656,6237.651,9328.78,12942.145,12942.145,12942.145,0,,,
1585,3.2,5891.953,1302.809,4208.021,4859.877,8510.018,10540.147,11542.609,11542.609,11542.609,0,,,
1590,3.2,5556.09,1433.877,4691.994,5068.115,8083.489,8660.207,8676.46,8676.46,8676.46,0,,,
1595,4.2,5069.472,1004.641,1766.429,5043.124,7374.195,8852.399,9210.858,10455.674,10455.674,0,,,
1600,4,5496.576,1021.618,4157.975,5686.697,7649.457,8316.386,10908.563,10908.563,10908.563,0,,,
1605,3.8,5182.615,1003.864,1509.19,4782.887,9637.637,10693.73,11125.674,11125.674,11125.674,0,,,
1610,3.4,5374.563,1035.476,1759.983,4351.444,7683.477,9788.401,11910.255,11910.255,11910.255,0,,,
1615,4.8,4007.765,1003.56,1625.452,4283.679,6025.079,6755.631,6790.578,8538.841,8538.841,0,,,
1620,4.2,4413.573,1004.74,3706.306,4115.384,4902.137,7840.9,8075.374,9094.6,9094.6,0,,,
1625,4.8,4685.256,1003.373,1675.559,4617.935,7265.689,7867.258,7875.585,12020.275,12020.275,0,,,
1630,4.8,4669.522,1004.589,1727.019,4884.013,8150.297,8769.545,9026.38,9620.465,9620.465,0,,,
1635,3.6,4390.738,1433.674,1859.849,5094.961,5887.789,6237.39,10915.225,10915.225,10915.225,0,,,
1640,4.4,4622.017,1567.866,3248.058,4841.394,5327.447,7047.044,7665.285,10564.074,10564.074,0,,,
1645,4.4,4515.247,1004.244,4108.769,4415.888,4728.253,6604.286,7156.367,8852.844,8852.844,0,,,
1650,4.8,4711.689,1215.763,3689.61,4383.444,6586.124,6973.079,7122.068,7223.011,7223.011,0,,,
1655,3.8,4601.32,1350.621,3522.375,4165.641,6554.584,6788.055,9763.364,9763.364,9763.364,0,,,
1660,3.8,5905.837,1432.772,4066.124,5118.633,8267.872,10106.03,10849.57,10849.57,10849.57,0,,,
1665,4.6,4784.517,1028.116,3706.835,4933.732,6647.662,7591.883,8752.047,8815.103,8815.103,0,,,
1670,3.6,5249.87,1088.26,4650.331,5527.381,5802.915,9060.999,9144.014,9144.014,9144.014,0,,,
1675,3.2,6136.537,1399.991,5084.718,5753.814,9036.11,9719.573,10663.791,10663.791,10663.791,0,,,
1680,3.4,5868.635,1004.107,4249.601,5743.964,7798.399,10509.498,11867.299,11867.299,11867.299,0,,,
1685,4.4,4719.011,1004.241,1893.57,4374.641,8275.466,8902.093,8977.244,9896.298,9896.298,0,,,
1690,3.2,5926.739,1226.284,5244.772,5420.396,8961.796,9196.837,9304.44,9304.44,9304.44,0,,,
1695,3.6,4777.731,1005.813,3196.019,5260.987,7147.873,7641.673,7913.131,7913.131,7913.131,0,,,
1700,3.8,5276.685,1003.901,4658.28,5167.635,7071.371,8649.794,9042.842,9042.842,9042.842,0,,,
1705,5.2,4213.146,1004.65,1635.362,4669.762,5277.806,7043.764,8336.321,10286.867,10286.867,0,,,
1710,3.8,5480.893,1005.878,3423.118,5353.778,7529.728,10327.48,10558.986,10558.986,10558.986,0,,,
1715,3.6,4894.845,1005.379,3858.041,5020.261,6365.797,7567.635,7861.033,7861.033,7861.033,0,,,
1720,4,4863.153,1003.693,1752.248,5243.288,7741.577,8514.524,8861.835,8861.835,8861.835,0,,,
1725,3.4,6331.019,1819.585,4566.653,7691.527,8887.032,8988.292,9221.661,9221.661,9221.661,0,,,
1730,3.8,5138.832,1089.424,1760.99,5336.563,8083.387,9264.178,9438.838,9438.838,9438.838,0,,,
1735,3.4,5245.369,1000.252,4449.555,4725.928,7993.383,8963.357,8973.038,8973.038,8973.038,0,,,
1740,4.4,4675.57,1029.791,1986.632,4937.21,5203.098,8412.698,8630.646,9273.055,9273.055,0,,,
1745,4.8,4565.12,1034.354,3364.919,4161.281,6122.184,8171.865,8797.592,9876.188,9876.188,0,,,
1750,4,5144.609,1003.463,3139.915,4877.751,7803.294,11621.453,11779.293,11779.293,11779.293,0,,,
1755,4.4,4559.539,1003.549,1710.362,4572.158,7549.117,7818.64,8348.56,8654.473,8654.473,0,,,
1760,5.4,4281.668,1026.884,1551.166,5135.923,5720.678,7790.13,9714.716,12063.883,12063.883,0,,,
1765,5,3740.018,1003.68,1869.436,3907.83,4702.092,6129.252,6214.102,8362.499,8362.499,0,,,
1770,5,3482.742,1025.201,1903.678,2747.883,4753.255,5914.406,5972.219,7587.415,7587.415,0,,,
1775,5.2,4825.739,1002.664,3191.107,4642.936,6497.218,8462.322,8812.212,9315.984,9315.984,0,,,
1780,3.8,4820.373,1509.814,4308.132,4826.48,5844.992,7585.025,8970.457,8970.457,8970.457,0,,,
1785,5,4598.221,1003.215,1552.321,4425.328,7124.906,7995.909,10175.086,11426.679,11426.679,0,,,
1790,3.6,5581.795,1005.03,1734.219,5319.551,8501.376,12830.269,14408.029,14408.029,14408.029,0,,,
1795,3.2,5508.047,1004.412,5285.337,5936.563,7842.383,9194.873,9370.594,9370.594,9370.594,0,,,
1800,4.2,5211.009,1003.687,4345.452,5653.509,7711.279,8243.351,8368.116,8553.412,8553.412,0,,,
1805,4.4,4034.21,1004.156,1426.568,4091.977,6995.036,7638.542,7939.353,8131.892,8131.892,0,,,
1810,4,4578.334,1458.871,2722.528,4962.51,6132.636,7493.138,9782.774,9782.774,9782.774,0,,,
1815,5.6,5174.592,1003.787,3248.388,5268.675,6860.717,9974.031,10483.398,13115.081,13115.081,0,,,
1820,2.8,5462.111,1509.34,4608.895,5620.723,6231.571,9523.677,9816.63,9816.63,9816.63,0,,,
1825,4.2,5309.407,1003.179,1752.113,5001.786,9088.767,9778.747,9865.644,10241.011,10241.011,0,,,
1830,2.8,6304.036,1004.442,5377.75,5848.036,7000.611,9055.297,16801.304,16801.304,16801.304,0,,,
1835,4,5066.036,1003.654,4066.964,4718.223,8335.598,9446.117,9570.28,9570.28,9570.28,0,,,
1840,3.4,4684.479,999.634,1550.31,5194.616,6314.658,8427.636,8610.973,8610.973,8610.973,0,,,
1845,3.8,6480.324,1644.02,4575.959,6364.746,8611.795,8980.278,11370.407,11370.407,11370.407,0,,,
1850,3.6,4488.004,1367.623,1634.744,4518.099,6690.554,8337.013,8864.619,8864.619,8864.619,0,,,
1855,3.4,6995.195,1003.847,4584.195,6055.849,9060.942,14779.767,15031.285,15031.285,15031.285,0,,,
1860,4.2,4449.182,1041.172,1718.314,3874.828,7266.062,9907.037,10450.802,10550.413,10550.413,0,,,
1865,3.2,7116.923,1027.669,2035.849,6701.026,11254.183,12632.706,14749.717,14749.717,14749.717,0,,,
1870,3.2,4271.917,1004.424,1777.704,3537.327,7586.183,8881.848,11572.786,11572.786,11572.786,0,,,
1875,4,5436.123,1131.358,1760.297,5045.725,7434.974,14196.903,18248.722,18248.722,18248.722,0,,,
1880,3.8,4555.91,1003.575,1835.934,4752.905,6089.525,8371.742,11017.708,11017.708,11017.708,0,,,
1885,3.8,5576.191,1634.827,3381.951,4986.976,8327.354,9531.838,10441.008,10441.008,10441.008,0,,,
1890,4,5614.689,1003.459,2153.137,5433.317,9739.957,11812.559,14285.127,14285.127,14285.127,0,,,
1895,3.2,4608.929,1022.953,1827.268,5595.848,5989.006,6558.683,8404.112,8404.112,8404.112,0,,,
1900,4.4,4492.537,1004.098,1667.242,4167.636,6467.732,7436.094,10019.348,10353.467,10353.467,0,,,
1905,5,4852.715,1003.874,3338.168,4409.973,6791.684,7885.34,10892.104,11176.932,11176.932,0,,,
1910,3.4,5390.969,1004.576,3498.888,5292.099,5861.854,9744.602,12343.313,12343.313,12343.313,0,,,
1915,3.8,4973.551,1003.996,1768.405,5610.354,5835.815,8786.509,12826.96,12826.96,12826.96,0,,,
1920,3.8,5783.509,1003.435,1803.296,5261.141,9244.906,9937.281,10137.91,10137.91,10137.91,0,,,
1925,3.6,4777.582,1004.216,1550.861,5553.549,6344.497,9113.02,11006.968,11006.968,11006.968,0,,,
1930,4,4611.147,1015.266,1802.573,4635.051,5862.349,8462.295,12698.542,12698.542,12698.542,0,,,
1935,5.2,4405.166,1128.465,2804.694,3807.199,5628.666,7850.725,9305.315,12035.908,12035.908,0,,,
1940,4,4597.317,1004.231,1719.399,4082.856,8426.64,9125.276,9162.571,9162.571,9162.571,0,,,
1945,4,4426.927,1399.042,1692.822,4426.249,7408.389,8319.908,9931.39,9931.39,9931.39,0,,,
1950,5.6,4905.584,1014.702,3163.607,4733.984,7257.695,8067.352,8434.713,10506.817,10506.817,0,,,
1955,4.4,4855.429,1021.833,1726.772,3806.867,7497.38,10188.352,10698.847,11356.928,11356.928,0,,,
1960,3.4,5342.453,1003.671,1608.012,3822.289,8843.051,12461.617,12561.053,12561.053,12561.053,0,,,
1965,3.2,5808.232,1467.046,1568.542,6203.836,9361.969,9696.472,9831.256,9831.256,9831.256,0,,,
1970,3.4,5365.993,1230.941,4532.907,4909.893,7977.454,8370.018,9439.002,9439.002,9439.002,0,,,
1975,3.8,5436.418,1643.136,4182.98,4951.722,7023.16,9773.155,9831.733,9831.733,9831.733,0,,,
1980,4.2,4562.317,1003.675,2687.686,4266.312,6970.042,7450.528,9893.474,10123.133,10123.133,0,,,
1985,4.2,4831.47,1021.701,4115.846,4550.047,6989.873,7474.514,7516.35,7567.675,7567.675,0,,,
1990,4,4559.548,1324.234,4116.352,4793.855,5261.475,5736.41,5998.484,5998.484,5998.484,0,,,
1995,5.2,3988.308,1003.056,1828.163,4383.164,4759.1,7607.553,7833.802,9421.201,9421.201,0,,,
2000,3.8,6192.757,1024.963,4301.164,5786.875,8326.407,10859.364,11568.214,11568.214,11568.214,0,,,
2005,3.2,5576.783,1023.294,4625.89,5337.887,8353.38,8518.247,8543.094,8543.094,8543.094,0,,,
2010,4.2,5128.694,1003.952,3776.616,4619.493,7158.106,7349.951,7424.634,7667.737,7667.737,0,,,
2015,3.4,5626.254,1004.869,2486.547,5167.455,8018.519,9654.238,11718.689,11718.689,11718.689,0,,,
2020,3.6,5524.515,1003.015,4099.061,5202.592,7550.769,11292.968,12249.015,12249.015,12249.015,0,,,
2025,4,5493.199,1003.661,3481.646,5277.108,7959.602,8903.637,12729.822,12729.822,12729.822,0,,,
2030,3.4,6218.197,1004.752,3623.089,5536.228,8302.191,14008.363,14626.84,14626.84,14626.84,0,,,
2035,3.6,4605.295,1004.445,1551.948,4775.94,6381.889,8251.801,13908.091,13908.091,13908.091,0,,,
2040,4,5134.812,1004.733,1794.262,4968.493,8360.441,8932.282,11301.974,11301.974,11301.974,0,,,
2045,3.2,5577.987,1418.151,1709.52,5510.44,9446.245,10582.366,10774.573,10774.573,10774.573,0,,,
2050,3,5777.1,1543.37,1877.88,5720.291,8613.303,8661.916,9162.996,9162.996,9162.996,0,,,
2055,4,4992.952,1004.008,1831.142,4794.774,7894.059,8612.777,10675.225,10675.225,10675.225,0,,,
2060,3.6,5840.717,1860.876,4258.338,7039.946,7726.285,8010.232,8043.254,8043.254,8043.254,0,,,
2065,3.6,5435.075,1000.269,4516.785,5001.277,7767.671,8141.395,8852.876,8852.876,8852.876,0,,,
2070,3.2,6195.791,1029.748,4933.852,5953.82,8743.537,9571.406,10063.395,10063.395,10063.395,0,,,
2075,3,6005.017,1710.884,4893.618,5585.405,9370.203,9520.176,9730.174,9730.174,9730.174,0,,,
2080,3.2,5858.149,1417.864,5018.732,5394.559,8418.649,9137.446,9138.275,9138.275,9138.275,0,,,
2085,3.6,5066.085,1643.836,4341.019,4952.007,5472.54,8562.692,8922.307,8922.307,8922.307,0,,,
2090,3.8,4749.623,1643.978,3089.079,3648.382,6932.345,9943.303,10326.059,10326.059,10326.059,0,,,
2095,5.6,4324.703,1021.474,3213.527,4743.474,5564.375,6673.664,8604.222,9930.406,9930.406,0,,,
2100,3.8,5074.632,1005.268,4217.788,4476.06,7024.735,8163.095,9864.527,9864.527,9864.527,0,,,
2105,4.4,4513.832,1002.788,1651.046,3966.108,7603.897,8410.629,8443.35,11000.446,11000.446,0,,,
2110,5.4,4693.442,1003.85,1676.87,4768.475,6935.657,8668.554,8765.586,9535.129,9535.129,0,,,
2115,3.4,5417.411,1003.636,2680.241,5821.73,8414.873,9632.233,9649.541,9649.541,9649.541,0,,,
2120,3.2,5321.085,1542.831,4484.054,5312.324,7190.45,8185.017,10306.813,10306.813,10306.813,0,,,
2125,3.8,7443.354,1004.43,3749.78,6864.458,10333.529,13131.836,19213.779,19213.779,19213.779,0,,,
2130,4,3779.14,999.409,1668.33,2989.161,6100.613,7715.662,10509.171,10509.171,10509.171,0,,,
2135,3,6087.57,1028.065,4334.122,6280.149,8329.05,8636.995,11928.073,11928.073,11928.073,0,,,
2140,4.2,4837.922,1003.386,2402.368,4300.088,5360.586,9668.217,10258.147,11886.744,11886.744,0,,,
2145,4.2,5173.897,1004.459,1827.202,5227.421,7793.931,9438.047,9847.582,11953.399,11953.399,0,,,
2150,3.6,4692.642,1003.941,1810.984,4885.111,6197.497,9211.394,9503.614,9503.614,9503.614,0,,,
2155,4.4,5819.507,1003.434,1642.625,6606.555,9270.501,10984.515,11576.339,12103.622,12103.622,0,,,
2160,3.2,3577.708,1467.958,1677.053,2904.757,5253.617,7215.675,9856.931,9856.931,9856.931,0,,,
2165,4.8,4287.204,1618.714,3605.719,4090.077,4986.933,6029.436,7584.599,9681.674,9681.674,0,,,
2170,4.2,5899.734,1086.227,4015.837,6013.745,6573.763,9507.581,10808.967,12589.12,12589.12,0,,,
2175,4.4,4045.703,1003.051,1551.937,4901.77,5739.852,8436.108,8812.985,8904.044,8904.044,0,,,
2180,3.6,5821.738,1551.044,4358.398,5327.505,8201.305,9246.189,12487.94,12487.94,12487.94,0,,,
2185,4,4612.555,1028.042,2986.932,4725.966,6766.271,8037.045,8913.797,8913.797,8913.797,0,,,
2190,4.6,4705.85,1002.054,2654.912,4460.591,6306.614,8186.197,8795.117,9146.909,9146.909,0,,,
2195,3.2,5833.979,1484.4,4534.999,5052.333,7718.449,13834.093,16294.29,16294.29,16294.29,0,,,
2200,3.8,4971.722,1693.711,3690.109,3990.826,6739.461,9247.03,9890.394,9890.394,9890.394,0,,,
2205,5,4208.102,1003.239,1659.708,4285.185,5370.879,7839.144,9339.211,10712.949,10712.949,0,,,
2210,4,5154.796,1004.412,1720.439,4783.634,8872.734,10006.734,13907.134,13907.134,13907.134,0,,,
2215,4.6,4370.924,1002.79,1085.657,3782.833,7459.214,7691.666,9028.396,9664.54,9664.54,0,,,
2220,3.8,4462.15,1777.541,2521.363,4559.254,5103.33,8793.674,8945.391,8945.391,8945.391,0,,,
2225,5.4,4480.714,1004.243,1384.418,5149.73,6222.502,8078.422,8433.153,9069.329,9069.329,0,,,
2230,4.6,4756.293,1003.877,2328.138,4394.938,6874.53,9313.916,10759.888,11620.748,11620.748,0,,,
2235,3.8,5293.771,1005.235,3532.299,5370.224,6701.412,9332.418,9934.844,9934.844,9934.844,0,,,
2240,3.6,5695.628,1023.55,5021.232,5495.517,8018.122,8433.13,11408.467,11408.467,11408.467,0,,,
2245,3,6000.342,1425.888,4340.807,5652.802,9145.216,9276.543,9813.797,9813.797,9813.797,0,,,
2250,3.4,5103.514,1003.54,4626.198,6087.545,6506.434,7333.953,8344.494,8344.494,8344.494,0,,,
2255,4.4,5019.654,1004.522,3741.855,4817.543,7268.629,7401.46,7418.734,7473.482,7473.482,0,,,
2260,3.4,6017.593,1735.538,4125.206,6530.257,8008.488,9252.781,9619.301,9619.301,9619.301,0,,,
2265,3.4,5481.016,1025.741,4057.56,5813.895,6347.448,9337.712,12235.982,12235.982,12235.982,0,,,
2270,4.2,4898.685,1091.154,4174.334,4893.033,7157.94,7726.215,9035.277,9161.393,9161.393,0,,,
2275,3.2,5489.943,1021.847,4483.256,5219.217,8401.826,8753.519,10442.362,10442.362,10442.362,0,,,
2280,3.6,5006.168,1642.982,3791.044,4408.926,6791.105,9055.454,9523.623,9523.623,9523.623,0,,,
2285,5.2,4188.523,1003.353,3440.756,4200.985,5945.731,6722.684,7092.523,9127.567,9127.567,0,,,
2290,3.6,6395.093,1025.982,4425.133,6989.27,7751.019,10916.283,11110.27,11110.27,11110.27,0,,,
2295,3.6,5594.657,1003.448,1690.727,5536.374,8694.538,10311.948,13067.345,13067.345,13067.345,0,,,
2300,3.8,4295.931,1021.292,3386.056,4150.138,6909.551,7452.346,7496.917,7496.917,7496.917,0,,,
2305,4,4645.224,1592.845,3825.345,4469.525,6715.071,7451.884,7886.617,7886.617,7886.617,0,,,
2310,4,5769.259,1004.152,4241.918,5010.05,7643.778,11287.995,13367.28,13367.28,13367.28,0,,,
2315,4.4,5304.468,1003.258,2855.346,6080.957,7359.552,9146.841,9835.37,10877.85,10877.85,0,,,
