time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec) 1, avg_lat(ms) 1 ,Êthroughput(req/sec) 2,Êavg_lat(ms) 2,,cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),, throughput(req/sec) 3, avg_lat(ms) 3,, throughput(req/sec) 5, avg_lat(ms) 5
795,88,1022.661,999.902,1016.088,1016.671,1017.351,1050.845,1075.406,1092.584,1165.279,0.001,,,,,,,795,6.2,4327.821,,,,,,,,,
800,94,1021.218,999.775,1016.062,1016.59,1017.061,1034.058,1073.086,1109.34,1125.094,0.001,,,,,,,800,5.4,4275.59,,,,,,,,,
805,88.4,1022.575,1000.39,1016.121,1016.708,1017.314,1041.682,1074.749,1116.638,1217.198,0.001,,,,,,,805,3.4,5541.508,,,,,,,,,
810,83.6,1023.89,1000.144,1016.185,1016.708,1017.303,1059.277,1075.189,1114.795,1133.846,0.001,,,,,,,810,4.2,5200.668,,,,,,,,,
815,84,1023.693,999.748,1015.933,1016.607,1017.553,1065.69,1074.946,1100.315,1126.232,0.001,,,,,,,815,3.6,4719.103,,,,,,,,,
820,85.6,1023.294,1000.086,1016.183,1016.694,1017.385,1057.986,1075.249,1108.489,1149.381,0.001,,,,,,,820,3.4,4664.762,,,,,,,,,
825,79.8,1025.016,999.849,1016.1,1016.623,1017.431,1066.764,1076.123,1108.886,1126.277,0.001,,,,,,,825,5.6,4599.938,,,,,,,,,
830,94.2,1021.147,1000.178,1016.024,1016.605,1017.285,1041.93,1066.689,1092.415,1117.441,0.001,,,,,,,830,4.2,4675.031,,,,,,,,,
835,95,1020.966,999.682,1015.947,1016.601,1017.211,1042.073,1066.789,1093.026,1125.058,0.001,,,,,,,835,4.4,4600.005,,,,,,,,,
840,85.2,1023.545,999.388,1016.177,1016.733,1017.322,1058.673,1075.342,1115.769,1176.238,0.001,,,,,,,840,4.2,4631.506,,,,,,,,,
845,85,1023.324,1000.182,1016.135,1016.669,1017.287,1051.348,1074.665,1108.813,1133.901,0.001,,,,,,,845,3.8,6540.355,,,,,,,,,
850,86,1023.427,1000.175,1016.13,1016.673,1017.257,1058.589,1075.844,1133.612,1159.023,0.001,,,,,,,850,3.2,4256.232,,,,,,,,,
855,87.8,1022.529,999.899,1016.072,1016.675,1017.278,1057.674,1066.636,1117.197,1134.441,0.001,,,,,,,855,3.6,5954.544,,,,,,,,,
860,93,1021.407,999.388,1016.079,1016.659,1017.267,1041.975,1066.827,1092.32,1133.801,0.001,,,,,,,860,4,4743.364,,,,,,,,,
865,82.8,1024.309,1000.123,1016.183,1016.73,1017.386,1058.711,1075.713,1109.437,1134.397,0.001,,,,,,,865,3.4,6403.213,,,,,,,,,
870,91.2,1021.746,1000.149,1016.193,1016.774,1017.274,1050.611,1067.796,1100.855,1124.785,0.001,,,,,,,870,3.8,4912.197,,,,,,,,,
875,72.6,1027.463,1000.411,1016.007,1016.783,1017.991,1067.629,1084.069,1140.816,1174.415,0.001,,,,,,,875,3.4,4850.369,,,,,,,,,
880,71,1028.109,1000.433,1016.142,1016.799,1033.593,1066.986,1082.019,1117.492,1141.073,0.001,,,,,,,880,4.2,5039.094,,,,,,,,,
885,81.6,1024.732,1000.02,1016.065,1016.763,1025.16,1058.522,1074.25,1095.248,1133.125,0.001,,,,,,,885,3.8,6510.721,,,,,,,,,
890,84.6,1023.268,1000.234,1015.758,1016.619,1017.429,1058.241,1067.179,1108.031,1131.684,0.001,,,,,,,890,3.6,6870.778,,,,,,,,,
895,79.8,1024.978,999.845,1015.85,1016.71,1024.364,1058.713,1073.974,1091.745,1092.133,0.001,,,,,,,895,3,5230.267,,,,,,,,,
900,86.8,1023.042,999.806,1016.054,1016.665,1017.351,1057.966,1074.096,1083.89,1100.374,0.001,,,,,,,900,3,5440.704,,,,,,,,,
905,74.8,1026.641,1000.214,1015.926,1016.743,1025.572,1066.37,1075.055,1103.484,1129.511,0.001,,,,,,,905,3.6,6172.868,,,,,,,,,
910,78,1025.689,999.85,1015.844,1016.723,1025.179,1062.664,1075.115,1102.448,1118.738,0.001,,,,,,,910,2.8,5861.246,,,,,,,,,
915,87.6,1022.68,1000.126,1015.959,1016.687,1017.473,1057.759,1061.024,1083.891,1109.32,0.001,,,,,,,915,3.4,5084.959,,,,,,,,,
920,81.2,1024.456,1000.348,1015.864,1016.635,1017.866,1058.164,1068.214,1107.851,1141.585,0.001,,,,,,,920,3.8,6127.128,,,,,,,,,
925,81.4,1024.498,1000.392,1016.133,1016.748,1021.247,1058.331,1075.18,1108.614,1154.253,0.001,,,,,,,925,3.6,4648.141,,,,,,,,,
930,95.8,1020.825,999.655,1016.049,1016.634,1017.34,1050.017,1058.156,1083.529,1092.094,0.001,,,,,,,930,3.4,4383.82,,,,,,,,,
935,92.2,1021.612,1000.276,1016.059,1016.624,1017.181,1050.689,1059.168,1100.149,1158.842,0.001,,,,,,,935,5.2,4669.437,,,,,,,,,
940,103.2,1019.304,999.63,1016.115,1016.609,1017.09,1024.216,1058.205,1083.4,1133.747,0.001,,,,,,,940,4.6,4847.25,,,,,,,,,
945,96.8,1020.779,999.584,1015.987,1016.611,1017.196,1050.36,1058.992,1091.5,1124.783,0.001,,,,,,,945,4,5376.697,,,,,,,,,
950,91.8,1021.569,999.891,1015.921,1016.626,1017.257,1054.749,1066.755,1090.909,1125.109,0.001,,,,,,,950,4,4543.863,,,,,,,,,
955,93.4,1021.526,999.667,1016.004,1016.62,1017.127,1058.267,1071.05,1091.363,1125.004,0.001,,,,,,,955,3.8,5275.875,,,,,,,,,
960,94.6,1020.951,999.982,1016.012,1016.597,1017.207,1034.523,1059.008,1107.861,1158.938,0.001,,,,,,,960,4.2,4646.07,,,,,,,,,
965,94.4,1021.142,999.951,1016.208,1016.701,1017.233,1050.078,1059.222,1075.493,1124.607,0.001,,,,,,,965,4.4,4393.702,,,,,,,,,
970,86.4,1023.058,999.993,1016.152,1016.693,1017.245,1057.917,1066.713,1124.942,1150.6,0.001,,,,,,,970,5.6,3534.528,,,,,,,,,
975,99.2,1020.398,1000.083,1015.902,1016.607,1017.149,1049.947,1066.485,1084.158,1091.472,0.001,,,,,,,975,4.8,5158.998,,,,,,,,,
980,96.2,1020.432,999.848,1016.145,1016.667,1017.168,1049.379,1058.201,1075.842,1091.574,0.001,,,,,,,980,4,4972.768,,,,,,,,,
985,97.4,1020.718,999.92,1015.973,1016.616,1017.154,1049.616,1066.027,1101.126,1125.205,0.001,,,,,,,985,4.2,4648.208,,,,,,,,,
990,93.6,1021.145,1000.079,1015.98,1016.591,1017.197,1050.309,1058.897,1125.192,1157.777,0.001,,,,,,,990,3.8,5568.912,,,,,,,,,
995,96.6,1020.505,1000.078,1016.06,1016.629,1017.243,1049.317,1058.414,1082.99,1091.958,0.001,,,,,,,995,3.8,5462.668,,,,,,,,,
1000,96.8,1020.594,999.743,1016.058,1016.621,1017.148,1034.595,1066.547,1083.603,1108.37,0.001,,,,,,,1000,3.2,5506.667,,,,,,,,,
1005,95.6,1020.868,999.991,1016.088,1016.665,1017.204,1049.901,1059.531,1099.933,1125.328,0.001,,,,,,,1005,2.8,5938.069,,,,,,,,,
1010,106.4,1018.728,1000.12,1015.9,1016.574,1017.056,1025.145,1056.136,1083.199,1091.737,0.001,,,,,,,1010,4.4,5276.134,,,,,,,,,
1015,93.8,1021.354,1000.132,1016.003,1016.596,1017.227,1050.651,1067.263,1091.763,1108.561,0.001,,,,,,,1015,3.6,5628.244,,,,,,,,,
1020,100.6,1019.639,1000.015,1015.964,1016.544,1017.082,1032.89,1058.645,1075.062,1150.195,0.001,,,,,,,1020,3.4,5684.818,,,,,,,,,
1025,93.2,1021.409,1000.096,1016.015,1016.667,1017.186,1049.962,1067.057,1112.429,1116.548,0.001,,,,,,,1025,2.8,6619.702,,,,,,,,,
1030,97.2,1020.558,999.709,1015.968,1016.591,1017.142,1042.421,1058.648,1116.707,1150.06,0.001,,,,,,,1030,2.8,5499.197,,,,,,,,,
1035,99.4,1020.06,999.539,1015.897,1016.595,1017.216,1049.52,1058.761,1083.625,1116.743,0.001,,,,,,,1035,4.6,4508.848,,,,,,,,,
1040,100.2,1019.92,999.687,1016.025,1016.616,1017.172,1047.608,1058.398,1082.529,1091.582,0.001,,,,,,,1040,3.2,5898.768,,,,,,,,,
1045,91.6,1021.766,999.494,1015.968,1016.57,1017.16,1050.667,1066.792,1092.553,1142.028,0.001,,,,,,,1045,4,5595.319,,,,,,,,,
1050,99.4,1020.135,1000.178,1016.024,1016.602,1017.077,1049.714,1058.881,1090.826,1099.597,0.001,,,,,,,1050,3.4,5354.654,,,,,,,,,
1055,101.6,1019.521,999.653,1016.061,1016.584,1017.066,1025.025,1058.419,1084.279,1125.438,0.001,,,,,,,1055,3.8,4690.526,,,,,,,,,
1060,97,1020.661,1000.062,1016.248,1016.69,1017.186,1034.155,1058.561,1091.654,1145.13,0.001,,,,,,,1060,4.6,4869.361,,,,,,,,,
1065,94.2,1021.022,999.965,1015.959,1016.528,1017.1,1054.516,1066.803,1089.285,1092.026,0.001,,,,,,,1065,4.4,4910.202,,,,,,,,,
1070,103.2,1019.6,999.871,1016.023,1016.592,1017.133,1033.647,1058.665,1084.197,1100.217,0.001,,,,,,,1070,4,5347.414,,,,,,,,,
1075,95,1020.664,1000.181,1016.083,1016.616,1017.149,1049.729,1058.555,1091.475,1116.571,0.001,,,,,,,1075,3.4,4669.554,,,,,,,,,
1080,94.4,1021.13,1000.433,1016.047,1016.64,1017.211,1051.014,1066.497,1083.473,1124.955,0.001,,,,,,,1080,4,4971.682,,,,,,,,,
1085,100.8,1019.928,999.604,1016.001,1016.595,1017.175,1049.811,1058.539,1075.017,1084.403,0.001,,,,,,,1085,5.2,4254.137,,,,,,,,,
1090,96.8,1020.557,1000.168,1015.905,1016.544,1017.11,1049.774,1058.397,1083.22,1150.095,0.001,,,,,,,1090,4.6,3819.12,,,,,,,,,
1095,93.6,1021.205,1000.153,1015.945,1016.585,1017.125,1058.321,1066.97,1091.022,1092.302,0.001,,,,,,,1095,5.8,3833.003,,,,,,,,,
1100,98.2,1020.464,999.591,1016.008,1016.57,1017.109,1049.06,1058.683,1092.097,1133.706,0.001,,,,,,,1100,6.2,4658.95,,,,,,,,,
1105,100.6,1019.699,999.889,1015.824,1016.519,1017.075,1033.833,1058.437,1075.138,1160.165,0.001,,,,,,,1105,3.4,4494.8,,,,,,,,,
1110,102.4,1019.397,999.708,1015.973,1016.56,1017.108,1025.445,1058.41,1086.419,1100.038,0.001,,,,,,,1110,4.6,3946.324,,,,,,,,,
1115,100.6,1019.723,1000.156,1016.07,1016.537,1017.021,1024.135,1057.981,1092.021,1141.567,0.001,,,,,,,1115,4.8,5187.697,,,,,,,,,
1120,97.2,1020.497,999.846,1016.032,1016.574,1017.038,1048.992,1058.347,1108.138,1142.278,0.001,,,,,,,1120,3.6,4660.573,,,,,,,,,
1125,95,1021.177,999.739,1016.028,1016.64,1017.212,1050.282,1062.247,1099.009,1141.083,0.001,,,,,,,1125,3.8,4904.592,,,,,,,,,
1130,54,1139.786,1000.306,1015.99,1016.588,1017.176,1050.074,1059.413,1167.68,17045.161,0.001,,,,,,,1130,4.6,4903.293,,,,,,,,,
1135,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1135,4.2,4544.419,,,,,,,,,
1140,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1140,4.2,5283.644,,,,,,,,,
1145,17.2,1025.092,999.927,1016.146,1016.544,1017.409,1058.746,1083.533,1126.173,1126.173,0.001,,,,,,,1145,3.6,5629.295,,,,,,,,,
1150,97.2,1020.665,999.695,1016.004,1016.634,1017.12,1033.372,1065.947,1124.829,1162.525,0.001,,,,,,,1150,3.2,5428.318,,,,,,,,,
1155,99.2,1020.09,999.925,1016.175,1016.645,1017.125,1041.376,1058.429,1083.529,1092.686,0.001,,,,,,,1155,3.2,5722.057,,,,,,,,,
1160,99,1020.014,1000.039,1016.143,1016.677,1017.164,1032.237,1058.444,1084.014,1099.814,0.001,,,,,,,1160,4,5585.956,,,,,,,,,
1165,91.6,1021.796,999.989,1016.142,1016.688,1017.313,1058.055,1067.007,1091.104,1099.318,0.001,,,,,,,1165,3.6,6136.969,,,,,,,,,
1170,101.2,1019.688,999.863,1015.957,1016.604,1017.122,1025.173,1058.538,1083.844,1133.077,0.001,,,,,,,1170,3.4,5153.833,,,,,,,,,
1175,91.2,1021.845,999.983,1016.025,1016.592,1017.183,1058.298,1066.828,1092.797,1122.337,0.001,,,,,,,1175,3.2,4944.011,,,,,,,,,
1180,96.8,1020.623,999.791,1016.071,1016.646,1017.183,1033.97,1066.137,1083.767,1100.028,0.001,,,,,,,1180,4.6,4322.135,,,,,,,,,
1185,100,1019.92,1000.107,1015.901,1016.546,1017.073,1049.555,1059.038,1083.082,1092.366,0.001,,,,,,,1185,4.8,4930.44,,,,,,,,,
1190,16.2,1374.313,1000.09,1015.82,1016.626,1017.144,1049.978,1058.646,15398.664,15398.664,0.001,,,,,,,1190,3.6,5346.149,,,,,,,,,
1195,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1195,3.4,5824.314,,,,,,,,,
1200,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1200,3.6,5993.85,,,,,,,,,
1205,88.6,1021.749,1000.096,1016.024,1016.607,1017.101,1033.778,1066.85,1116.877,1133.953,0.001,,,,,,,1205,3,6465.747,,,,,,,,,
1210,95,1020.948,999.863,1016.038,1016.642,1017.116,1049.718,1066.333,1088.94,1116.762,0.001,,,,,,,1210,3.8,3546.976,,,,,,,,,
1215,101.8,1019.6,999.957,1016.033,1016.618,1017.167,1033.591,1058.438,1075.375,1083.82,0.001,,,,,,,1215,6,3939.417,,,,,,,,,
1220,101.2,1019.733,999.876,1015.961,1016.562,1017.144,1033.394,1058.307,1083.639,1125.258,0.001,,,,,,,1220,4.2,5036.369,,,,,,,,,
1225,98.8,1020.103,999.819,1016.046,1016.583,1017.136,1033.886,1058.293,1091.516,1166.859,0.001,,,,,,,1225,4,4886.885,,,,,,,,,
1230,93.6,1021.301,999.877,1016.052,1016.597,1017.186,1049.991,1059.031,1109.171,1149.395,0.001,,,,,,,1230,3.6,5308.668,,,,,,,,,
1235,99.2,1020.097,1000.018,1016.061,1016.571,1017.152,1033.852,1065.142,1083.273,1116.782,0.001,,,,,,,1235,5.2,5104.01,,,,,,,,,
1240,86.6,1037.745,1000.285,1016.03,1016.649,1017.167,1034.015,1058.826,1091.267,4961.505,0.001,,,,,,,1240,3.6,4100.749,,,,,,,,,
1245,36,1020.617,999.798,1016.021,1016.633,1017.207,1049.973,1058.614,1116.109,1116.197,0.001,,,,,,,1245,4,5756.778,,,,,,,,,
1250,99.2,1020.085,999.589,1016.129,1016.597,1017.132,1033.764,1058.718,1090.993,1108.105,0.001,,,,,,,1250,4.4,5281.848,,,,,,,,,
1255,93,1021.436,999.983,1015.925,1016.626,1017.227,1057.659,1067.418,1083.918,1147.629,0.001,,,,,,,1255,3,5572.764,,,,,,,,,
1260,96.8,1020.433,999.962,1015.934,1016.519,1017.068,1050.091,1058.895,1083.006,1097.73,0.001,,,,,,,1260,2.8,5551.092,,,,,,,,,
1265,98.4,1020.249,999.975,1016.044,1016.615,1017.199,1049.307,1058.919,1082.762,1116.296,0.001,,,,,,,1265,4.2,5201.502,,,,,,,,,
1270,101.8,1019.572,999.973,1015.972,1016.558,1017.078,1033.302,1058.54,1091.305,1149.103,0.001,,,,,,,1270,3.2,5239.203,,,,,,,,,
1275,108.6,1018.328,1000.534,1016.024,1016.548,1017.047,1017.653,1049.65,1083.291,1091.605,0.001,,,,,,,1275,4.2,5403.281,,,,,,,,,
1280,105.8,1018.875,999.674,1015.997,1016.571,1017.144,1025.612,1057.936,1072.979,1109.248,0.001,,,,,,,1280,4.6,4251.926,,,,,,,,,
1285,50.6,1153.17,1000.194,1015.941,1016.64,1017.235,1058.904,1083.234,1141.888,17425.88,0.001,,,,,,,1285,3,7308.766,,,,,,,,,
1290,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1290,3.4,4031.88,,,,,,,,,
1295,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1295,5,4355.03,,,,,,,,,
1300,7,1034.037,1001.163,1015.973,1016.602,1058.656,1075.415,1149.205,1150.177,1150.177,0.001,,,,,,,1300,4.6,4560.664,,,,,,,,,
1305,89,1022.408,999.859,1016.082,1016.676,1017.237,1057.874,1067.375,1099.862,1117.722,0.001,,,,,,,1305,4,6151.124,,,,,,,,,
1310,96.2,1020.698,999.778,1015.887,1016.53,1017.165,1049.85,1059.412,1099.306,1130.993,0.001,,,,,,,1310,3.4,5059.98,,,,,,,,,
1315,101.2,1019.677,1000.026,1015.992,1016.607,1017.097,1032.887,1058.029,1076.057,1091.756,0.001,,,,,,,1315,4.4,4860.566,,,,,,,,,
1320,99.8,1019.987,999.943,1015.974,1016.592,1017.193,1049.73,1058.747,1074.78,1083.722,0.001,,,,,,,1320,3.6,5182.568,,,,,,,,,
1325,94,1021.195,999.863,1016.054,1016.585,1017.154,1042.098,1066.845,1109.22,1141.569,0.001,,,,,,,1325,3.4,5163.721,,,,,,,,,
1330,95.8,1020.796,999.787,1016.071,1016.638,1017.156,1049.972,1064.203,1083.002,1132.962,0.001,,,,,,,1330,4,4530.738,,,,,,,,,
1335,97,1020.568,1000.094,1016.014,1016.584,1017.108,1049.848,1058.687,1092.019,1150.135,0.001,,,,,,,1335,4,6540.644,,,,,,,,,
1340,99.8,1020.034,999.935,1016.006,1016.634,1017.152,1049.182,1064.437,1083.873,1101.136,0.001,,,,,,,1340,3.6,4599.883,,,,,,,,,
1345,20,1290.846,1000.819,1015.905,1016.685,1017.413,1049.889,1100.238,14488.157,14488.157,0.001,,,,,,,1345,4.8,5011.645,,,,,,,,,
1350,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1350,3,5795.098,,,,,,,,,
1355,6.2,1032.968,1000.46,1016.232,1016.655,1032.769,1091.665,1101.011,1117.464,1117.464,0.001,,,,,,,1355,3.4,4998.295,,,,,,,,,
1360,100.2,1019.646,1000.739,1015.979,1016.575,1017.1,1025.913,1058.319,1092.09,1133.174,0.001,,,,,,,1360,4.6,4441.099,,,,,,,,,
1365,97.8,1020.502,999.91,1015.972,1016.594,1017.186,1033.232,1059.126,1099.12,1134.264,0.001,,,,,,,1365,4.2,6181.319,,,,,,,,,
1370,95.4,1020.881,1000.077,1015.993,1016.62,1017.199,1050.298,1059.772,1092.336,1124.729,0.001,,,,,,,1370,3.8,4741.25,,,,,,,,,
1375,93.6,1021.211,999.988,1016.022,1016.608,1017.096,1057.196,1059.214,1083.177,1125.592,0.001,,,,,,,1375,2.8,5903.354,,,,,,,,,
1380,94.6,1021.086,1000.165,1016.106,1016.677,1017.284,1050.021,1058.973,1083.141,1091.458,0.001,,,,,,,1380,3.6,5083.615,,,,,,,,,
1385,93.2,1021.407,1000.225,1016.079,1016.65,1017.198,1049.872,1059.156,1084.102,1129.088,0.001,,,,,,,1385,4.2,5407.695,,,,,,,,,
1390,96.4,1020.684,1000.147,1015.929,1016.609,1017.172,1048.853,1066.339,1084.291,1167.418,0.001,,,,,,,1390,3.6,5446.811,,,,,,,,,
1395,88.6,1022.509,1000.287,1015.909,1016.573,1017.227,1058.27,1066.713,1084.477,1158.68,0.001,,,,,,,1395,3.4,5313.694,,,,,,,,,
1400,19.2,1765.374,1000.664,1015.792,1016.62,1017.449,1050.746,1072.843,36952.293,36952.293,0.001,,,,,,,1400,4.2,5012.614,,,,,,,,,
1405,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1405,3.4,6321.991,,,,,,,,,
1410,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1410,3.6,5376.062,,,,,,,,,
1415,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1415,5,3687.513,,,,,,,,,
1420,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1420,3.8,5685.009,,,,,,,,,
1425,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1425,3.2,5031.983,,,,,,,,,
1430,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1430,4.2,5199.787,,,,,,,,,
1435,47,1027.711,1000.24,1016.129,1016.788,1018.02,1063.545,1082.739,1158.838,1443.762,0.001,,,,,,,1435,4,4662.185,,,,,,,,,
1440,83.4,1023.924,999.823,1015.971,1016.616,1017.183,1050.083,1059.19,1132.69,1600.592,0.001,,,,,,,1440,3.8,4959.601,,,,,,,,,
1445,98.4,1020.236,999.925,1015.932,1016.515,1017.095,1047.668,1059.013,1099.99,1133.243,0.001,,,,,,,1445,4.6,5178.29,,,,,,,,,
1450,99.6,1020.097,1000.011,1015.994,1016.624,1017.205,1050.042,1058.182,1083.48,1134.381,0.001,,,,,,,1450,3.6,5427.851,,,,,,,,,
1455,105.8,1018.77,1000.1,1015.937,1016.577,1017.064,1023.616,1058.119,1083.062,1091.681,0.001,,,,,,,1455,3.6,5328.901,,,,,,,,,
1460,100.8,1019.748,999.494,1016.019,1016.589,1017.112,1033.325,1058.323,1083.158,1108.438,0.001,,,,,,,1460,3.2,6627.251,,,,,,,,,
1465,99,1020.39,1000.349,1016.121,1016.571,1017.047,1022.318,1058.492,1116.518,1199.293,0.001,,,,,,,1465,3.2,5843.94,,,,,,,,,
1470,93.6,1020.974,1000.22,1016.014,1016.566,1017.136,1050.473,1058.997,1091.799,1132.708,0.001,,,,,,,1470,3.6,5879.986,,,,,,,,,
1475,97.4,1020.466,998.335,1016,1016.563,1017.065,1033.543,1059.366,1107.477,1133.851,0.001,,,,,,,1475,3.2,4374.192,,,,,,,,,
1480,10.4,1337.451,1000.533,1016.051,1016.85,1017.731,1067.347,1100.709,9232.683,9232.683,0.001,,,,,,,1480,3.2,5984.504,,,,,,,,,
1485,16.2,1030.323,999.757,1016.019,1016.796,1017.412,1057.743,1057.956,1308.768,1308.768,0.001,,,,,,,1485,3.8,4805.956,,,,,,,,,
1490,106.4,1018.754,999.415,1015.98,1016.56,1017.06,1024.876,1057.619,1083.029,1125.56,0.001,,,,,,,1490,4.2,5525.721,,,,,,,,,
1495,91.6,1021.881,999.851,1015.947,1016.691,1017.306,1057.458,1066.797,1100.643,1207.847,0.001,,,,,,,1495,3.6,4468.074,,,,,,,,,
1500,100.6,1019.798,999.567,1016.125,1016.644,1017.136,1032.566,1058.65,1074.716,1099.902,0.001,,,,,,,1500,4.4,5247.495,,,,,,,,,
1505,99.8,1019.876,999.672,1016.086,1016.622,1017.121,1024.615,1066.1,1083.584,1158.759,0.001,,,,,,,1505,5,4476.359,,,,,,,,,
1510,101.2,1019.679,999.414,1016.01,1016.596,1017.097,1025.092,1057.961,1083.56,1100.001,0.001,,,,,,,1510,3.2,5511.004,,,,,,,,,
1515,101,1019.751,999.896,1016.013,1016.609,1017.165,1025.176,1058.755,1091.123,1133.174,0.001,,,,,,,1515,4.6,4188.803,,,,,,,,,
1520,99.4,1020.061,999.893,1016.083,1016.623,1017.109,1032.448,1058.814,1091.597,1133.402,0.001,,,,,,,1520,4.4,5600.293,,,,,,,,,
1525,79,1327.575,999.916,1016.027,1016.641,1017.196,1033.174,1066.24,1307.441,61325.859,0.001,,,,,,,1525,3,5796.923,,,,,,,,,
1530,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1530,4.8,4743.51,,,,,,,,,
1535,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1535,3.2,5494.787,,,,,,,,,
1540,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1540,5,4159.993,,,,,,,,,
1545,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1545,4,4817.579,,,,,,,,,
1550,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1550,3.6,6116.916,,,,,,,,,
1555,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1555,3.6,4929.431,,,,,,,,,
1560,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1560,3.2,5544.213,,,,,,,,,
1565,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1565,3.4,5577.376,,,,,,,,,
1570,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1570,3.4,5269.637,,,,,,,,,
1575,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1575,4.8,5107.933,,,,,,,,,
1580,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1580,4,5083.579,,,,,,,,,
1585,5.8,1020.674,1001.083,1016.303,1017.141,1025.07,1037.847,1049.246,1049.954,1049.954,0.001,,,,,,,1585,4.2,5812.345,,,,,,,,,
1590,97.4,1020.484,999.627,1016.045,1016.701,1017.675,1033.841,1058.099,1083.56,1117.015,0.001,,,,,,,1590,2.8,5557.399,,,,,,,,,
1595,101.8,1019.575,999.021,1016.155,1016.747,1017.692,1032.081,1037.482,1083.561,1108.062,0.001,,,,,,,1595,3.2,5693.753,,,,,,,,,
1600,110.6,1017.919,996.814,1016.115,1016.595,1017.122,1025.364,1034.095,1057.762,1075.167,0.001,,,,,,,1600,2.8,7118.267,,,,,,,,,
1605,117.8,1016.92,999.675,1016.007,1016.586,1016.986,1017.458,1032.501,1083.286,1109.221,0.001,,,,,,,1605,3.2,5180.201,,,,,,,,,
1610,108.6,1018.339,1000.033,1016.049,1016.582,1017.027,1017.716,1057.659,1083.562,1134.449,0.001,,,,,,,1610,3.6,5997.314,,,,,,,,,
1615,91.4,1021.829,999.984,1016.13,1016.676,1017.222,1049.826,1066.566,1099.397,1150.077,0.001,,,,,,,1615,4.4,4218.826,,,,,,,,,
1620,102.6,1019.419,1000.292,1015.996,1016.596,1017.103,1025.481,1058.49,1083.411,1124.615,0.001,,,,,,,1620,4,5292.714,,,,,,,,,
1625,95.8,1083.165,999.794,1015.96,1016.525,1017.042,1033.363,1065.09,1116.588,16057.029,0.001,,,,,,,1625,4.6,3472.096,,,,,,,,,
1630,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1630,6.2,3983.013,,,,,,,,,
1635,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,1635,4.4,5351.459,,,,,,,,,
