time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,time(sec), throughput(req/sec) 1, avg_lat(ms) 1 ,Êthroughput(req/sec) 2,Êavg_lat(ms) 2,,cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),cockroach - time(sec),Êcockroach - throughput(req/sec),Êcockroach - avg_lat(ms),, throughput(req/sec) 3, avg_lat(ms) 3,, throughput(req/sec) 5, avg_lat(ms) 5
5420,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5420,3.4,5112.474,,,,,,,,,
5425,58,1023.177,1000.672,1016.46,1017.027,1017.718,1059.141,1075.793,1110.141,1125.355,0.001,,,,,,,5425,4.2,4616.374,,,,,,,,,
5430,81,1024.635,1000.215,1016.521,1017.046,1017.675,1050.661,1067.985,1117.344,1508.922,0.001,,,,,,,5430,4.4,3926.882,,,,,,,,,
5435,61.2,1038.823,1000.428,1016.089,1016.901,1017.533,1050.932,1066.989,1108.278,3797.843,0.001,,,,,,,5435,6.6,4570.467,,,,,,,,,
5440,74,1021.724,1000.151,1016.213,1016.859,1017.483,1057.281,1067.244,1084.453,1092.787,0.001,,,,,,,5440,3.2,4868.057,,,,,,,,,
5445,69,1083.724,999.993,1016.179,1016.978,1017.863,1059.136,1072.194,1116.875,11450.717,0.001,,,,,,,5445,4,4679.101,,,,,,,,,
5450,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5450,5.2,3999.826,,,,,,,,,
5455,5,1044.883,1001.897,1016.524,1017.131,1017.863,1164.162,1184.578,1193.296,1193.296,0.001,,,,,,,5455,4.8,4091.743,,,,,,,,,
5460,91.2,1021.859,1000.099,1016.039,1016.846,1017.48,1057.825,1068.049,1092.372,1151.356,0.001,,,,,,,5460,4.8,5567.98,,,,,,,,,
5465,49.2,1098.955,1000.397,1016.229,1016.846,1017.518,1066.922,1084.052,1142.065,10270.951,0.001,,,,,,,5465,3.6,4967.782,,,,,,,,,
5470,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5470,4,6528.174,,,,,,,,,
5475,64.6,1017.335,1000.06,1016.335,1016.948,1017.556,1025.471,1026.411,1067.678,1092.815,0.001,,,,,,,5475,2.8,5233.67,,,,,,,,,
5480,98.6,1020.256,999.946,1016.22,1016.855,1017.45,1025.246,1026.584,1109.181,1668.236,0.001,,,,,,,5480,3.4,5461.853,,,,,,,,,
5485,70,1028.465,1000.388,1016.359,1017.089,1018.07,1067.649,1076.991,1125.027,1509.327,0.001,,,,,,,5485,3.8,4915.697,,,,,,,,,
5490,88.8,1022.445,999.915,1016.269,1016.986,1017.663,1059.465,1067.981,1092.141,1150.93,0.001,,,,,,,5490,3.4,5303.922,,,,,,,,,
5495,8.2,1532.327,1001.09,1016.761,1017.353,1017.985,1077.311,1101.116,11601.675,11601.675,0.001,,,,,,,5495,4.2,5162.963,,,,,,,,,
5500,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,5500,3.2,5873.919,,,,,,,,,
5505,67.6,1024.136,999.965,1016.252,1016.851,1017.49,1033.957,1076.32,1175.989,1501.901,0.001,,,,,,,5505,4.4,5354.21,,,,,,,,,
5510,90.8,1021.929,999.929,1016.135,1016.789,1017.436,1058.382,1067.759,1100.988,1159.165,0.001,,,,,,,5510,4.2,4123.952,,,,,,,,,
5515,3,1855.138,1001.175,1015.83,1018.028,1099.265,7182.584,7216.412,7216.412,7216.412,0.001,,,,,,,5515,3.4,5751.943,,,,,,,,,
5520,62,1023.104,1000.027,1015.971,1016.764,1017.382,1026.398,1051.157,1208.821,1509.048,0.001,,,,,,,5520,3.6,6414.71,,,,,,,,,
5525,109,1018.302,1000.232,1016.156,1016.798,1017.3,1024.359,1025.804,1116.568,1166.271,0.001,,,,,,,5525,3.6,3802.593,,,,,,,,,
5530,6,1489.604,1001.085,1016.208,1016.864,1017.39,1026.328,8116.234,8117.126,8117.126,0.001,,,,,,,5530,3.6,5153.698,,,,,,,,,
5535,33.8,1031.708,1000.24,1015.998,1017.063,1018.12,1116.205,1126.219,1292.466,1352.188,0.001,,,,,,,5535,4.4,6218.576,,,,,,,,,
5540,97.4,1020.675,1000.253,1016.41,1016.963,1017.451,1022.733,1057.315,1134.106,1143.447,0.001,,,,,,,5540,3.8,4287.415,,,,,,,,,
5545,84.6,1023.25,999.919,1016.291,1016.951,1017.582,1051.583,1077.316,1134.728,1210.773,0.001,,,,,,,5545,3.8,5305.518,,,,,,,,,
5550,103.4,1019.287,1000.369,1016.191,1016.869,1017.51,1025.585,1057.166,1108.535,1118.006,0.001,,,,,,,5550,3.6,6044.651,,,,,,,,,
5555,99,1020.178,1000.271,1016.299,1016.885,1017.508,1049.478,1058.793,1083.917,1092.795,0.001,,,,,,,5555,3.4,5244.092,,,,,,,,,
5560,91.8,1021.62,1000.761,1016.425,1017.015,1017.617,1050.167,1059.633,1093.02,1133.927,0.001,,,,,,,5560,5,4342.257,,,,,,,,,
5565,88.8,1022.438,1000.219,1016.345,1016.968,1017.692,1051.301,1059.253,1091.938,1134.336,0.001,,,,,,,5565,3.2,6082.483,,,,,,,,,
5570,95.8,1020.812,1000.467,1016.103,1016.714,1017.281,1049.745,1066.696,1083.685,1124.76,0.001,,,,,,,5570,3.2,5075.601,,,,,,,,,
5575,92.8,1021.438,1000.118,1016.063,1016.645,1017.184,1049.263,1067.897,1093.06,1158.726,0.001,,,,,,,5575,4,4828.168,,,,,,,,,
5580,93.6,1021.219,999.653,1016.042,1016.6,1017.141,1050.238,1066.698,1091.646,1115.233,0.001,,,,,,,5580,4.4,4532.897,,,,,,,,,
5585,97.2,1020.726,1000.494,1016.121,1016.853,1017.612,1033.879,1059.324,1096.602,1150.573,0.001,,,,,,,5585,4.6,5238.045,,,,,,,,,
5590,85.2,1023.278,1000.104,1016.564,1017.293,1018.505,1058.876,1067.652,1091.896,1116.973,0.001,,,,,,,5590,3.4,4740.876,,,,,,,,,
5595,94.4,1021.091,999.994,1016.344,1017.07,1017.719,1049.722,1059.725,1084.004,1133.183,0.001,,,,,,,5595,4.2,4453.188,,,,,,,,,
5600,91,1022.125,999.846,1016.235,1016.991,1017.739,1058.06,1068.169,1100.757,1125.82,0.001,,,,,,,5600,5,4031.51,,,,,,,,,
5605,88.6,1022.297,1000.331,1016.233,1016.932,1017.696,1057.608,1067.487,1094.095,1157.495,0.001,,,,,,,5605,5.2,5416.09,,,,,,,,,
5610,99.2,1020.112,999.68,1016.183,1016.845,1017.49,1033.03,1059.343,1082.847,1100.017,0.001,,,,,,,5610,3.4,4967.701,,,,,,,,,
5615,94.2,1021.133,1000.155,1016.272,1016.864,1017.461,1049.457,1060.108,1092.251,1142.758,0.001,,,,,,,5615,3.8,4887.93,,,,,,,,,
5620,95.4,1020.918,1000.222,1016.08,1016.777,1017.311,1049.415,1060.542,1093.492,1141.904,0.001,,,,,,,5620,4.2,4502.085,,,,,,,,,
5625,93.4,1021.383,1000.064,1016.113,1016.763,1017.372,1049.907,1059.232,1125.797,1167.793,0.001,,,,,,,5625,4,5143.218,,,,,,,,,
5630,95.6,1020.866,1000.332,1016.225,1016.787,1017.393,1049.992,1060.941,1084.02,1117.525,0.001,,,,,,,5630,4,6153.819,,,,,,,,,
5635,96.8,1020.576,1000.172,1016.107,1016.714,1017.328,1050.035,1059.92,1092.122,1100.198,0.001,,,,,,,5635,3.4,5699.86,,,,,,,,,
5640,91.2,1021.856,999.955,1016.077,1016.723,1017.313,1055.9,1072.274,1091.835,1109.523,0.001,,,,,,,5640,3,5306.59,,,,,,,,,
5645,92.2,1021.644,999.947,1016.09,1016.761,1017.371,1050.688,1067.178,1091.811,1117.372,0.001,,,,,,,5645,4,5140.308,,,,,,,,,
5650,94.4,1021.13,1000.483,1016.104,1016.734,1017.414,1050.895,1059.082,1075.689,1092.254,0.001,,,,,,,5650,3.4,5243.73,,,,,,,,,
5655,96,1020.765,1000.165,1016.071,1016.75,1017.442,1049.715,1058.671,1092.924,1117.53,0.001,,,,,,,5655,4.2,5534.45,,,,,,,,,
5660,84.4,1023.604,1000.186,1016.156,1016.846,1017.616,1057.756,1067.555,1101.027,1125.593,0.001,,,,,,,5660,3.2,5093.34,,,,,,,,,
5665,87.2,1022.901,1000.328,1016.222,1016.764,1017.483,1058.043,1067.798,1091.333,1150.062,0.001,,,,,,,5665,3.8,5362.671,,,,,,,,,
5670,87.6,1022.76,1000.398,1016.04,1016.744,1017.542,1058.063,1066.781,1083.765,1092.286,0.001,,,,,,,5670,3.4,5295.084,,,,,,,,,
5675,96,1020.793,1000.029,1016.177,1016.717,1017.219,1032.931,1067.133,1099.822,1133.527,0.001,,,,,,,5675,3.6,6089.067,,,,,,,,,
5680,95.4,1020.944,1000.626,1016.166,1016.711,1017.307,1049.51,1058.834,1100.736,1150.76,0.001,,,,,,,5680,3,5706.36,,,,,,,,,
5685,86.4,1023.149,1000.725,1016.16,1016.747,1017.4,1058.188,1067.682,1109.214,1126.002,0.001,,,,,,,5685,4.4,4940.97,,,,,,,,,
5690,97.4,1020.367,1000.399,1016.129,1016.709,1017.304,1046.135,1058.728,1082.925,1132.925,0.001,,,,,,,5690,3.6,5635.244,,,,,,,,,
5695,93.2,1021.544,1000.243,1016.162,1016.739,1017.327,1050.472,1059.11,1105.796,1150.1,0.001,,,,,,,5695,3.8,5244.678,,,,,,,,,
5700,107.6,1018.513,999.362,1016.122,1016.629,1017.069,1017.686,1050.931,1083.799,1133.713,0.001,,,,,,,5700,3.6,4042.224,,,,,,,,,
5705,87.4,1022.779,1000.277,1016.091,1016.684,1017.301,1057.776,1074.61,1096.913,1125.519,0.001,,,,,,,5705,4.6,6422.036,,,,,,,,,
5710,100,1019.835,1000.156,1016.169,1016.629,1017.152,1033.852,1058.324,1091.325,1092.19,0.001,,,,,,,5710,2.6,6332.097,,,,,,,,,
5715,90.6,1022.023,999.78,1016.084,1016.674,1017.292,1056.772,1067.208,1092.891,1141.425,0.001,,,,,,,5715,3.2,5649.039,,,,,,,,,
5720,88.6,1022.476,999.736,1016.13,1016.725,1017.368,1058.259,1066.965,1092.915,1183.795,0.001,,,,,,,5720,3.6,5402.096,,,,,,,,,
5725,92.2,1021.63,1000.326,1016.051,1016.7,1017.395,1050.521,1059.167,1100.896,1141.275,0.001,,,,,,,5725,3.4,4620.199,,,,,,,,,
5730,90,1022.444,1000.162,1016.026,1016.664,1017.436,1057.735,1059.435,1092.583,1134.585,0.001,,,,,,,5730,4.4,4996.632,,,,,,,,,
5735,92.6,1021.37,1000.04,1016.12,1016.726,1017.233,1051.221,1066.968,1090.706,1099.925,0.001,,,,,,,5735,3,6971.759,,,,,,,,,
5740,98.2,1020.173,1000.149,1016.142,1016.67,1017.102,1049.601,1058.369,1083.752,1108.256,0.001,,,,,,,5740,3.2,6431.835,,,,,,,,,
5745,76.6,1026.043,1000.32,1016.261,1016.763,1018,1058.947,1075.534,1100.515,1124.374,0.001,,,,,,,5745,3,4599.084,,,,,,,,,
5750,68.2,1029.212,1000.416,1016.078,1016.847,1049.525,1059.353,1091.235,1117.292,1141.253,0.001,,,,,,,5750,3.8,6007.524,,,,,,,,,
5755,53.8,1037.159,1000.399,1016.117,1017.174,1057.868,1083.044,1101.162,1134.083,1191.695,0.001,,,,,,,5755,4,5731.004,,,,,,,,,
5760,59,1034.343,999.911,1016.138,1017.167,1057.47,1074.449,1100.149,1132.478,1182.843,0.001,,,,,,,5760,3.2,3492.688,,,,,,,,,
5765,72.8,1027.012,999.919,1016.122,1016.747,1025.476,1064.8,1075.796,1108.673,1124.486,0.001,,,,,,,5765,6,4356.116,,,,,,,,,
5770,76.2,1026.436,1000.328,1016.243,1016.795,1017.571,1059.212,1090.705,1116.056,1209.675,0.001,,,,,,,5770,3.6,5538.634,,,,,,,,,
5775,81.6,1024.28,999.911,1016.084,1016.763,1017.459,1058.441,1067.434,1109.036,1133.707,0.001,,,,,,,5775,3.6,5647.11,,,,,,,,,
5780,75.4,1026.386,999.975,1016.107,1016.796,1022.599,1059.294,1082.525,1109.345,1117.981,0.001,,,,,,,5780,4.2,5440.958,,,,,,,,,
5785,80.2,1024.825,999.703,1016.109,1016.751,1017.845,1058.803,1067.327,1116.994,1158.655,0.001,,,,,,,5785,3.8,4740.076,,,,,,,,,
5790,84.4,1023.939,999.955,1016.217,1016.834,1017.518,1058.972,1072.651,1108.562,1114.842,0.001,,,,,,,5790,4,4203.143,,,,,,,,,
5795,72.4,1027.264,1000.291,1016.153,1016.876,1033.182,1067.136,1080.841,1108.47,1150.664,0.001,,,,,,,5795,3.4,5574.017,,,,,,,,,
5800,76.4,1026.254,1000.212,1016.168,1016.949,1024.823,1067.1,1075.404,1103.668,1116.08,0.001,,,,,,,5800,3.8,5028.739,,,,,,,,,
5805,73,1027.548,999.675,1016.241,1016.916,1025.058,1066.901,1076.173,1150.64,1215.944,0.001,,,,,,,5805,3.8,6389.759,,,,,,,,,
5810,75,1026.288,1000.52,1016.23,1016.961,1023.403,1059.689,1083.837,1108.12,1141.421,0.001,,,,,,,5810,5,3404.151,,,,,,,,,
5815,72.8,1027.453,1000.217,1016.351,1017.005,1024.917,1066.608,1075.863,1124.572,1167.23,0.001,,,,,,,5815,4.8,4107.077,,,,,,,,,
5820,82.8,1024.129,1000.395,1016.106,1016.707,1017.544,1058.64,1074.736,1099.552,1142.142,0.001,,,,,,,5820,4.6,4610.011,,,,,,,,,
5825,83.2,1023.886,1000.091,1016.146,1016.846,1017.532,1058.143,1074.963,1100.567,1159.617,0.001,,,,,,,5825,4.2,6081.89,,,,,,,,,
5830,81.6,1024.501,1000.113,1016.259,1016.836,1017.57,1059.549,1074.442,1100.811,1116.498,0.001,,,,,,,5830,3.6,4865.755,,,,,,,,,
5835,74,1027.236,1000.195,1016.401,1016.931,1025.785,1059.926,1075.127,1108.126,1165.141,0.001,,,,,,,5835,3.8,4697.265,,,,,,,,,
5840,51,1038.82,1000.16,1016.335,1017.214,1059.224,1091.949,1117.773,1141.305,1200.124,0.001,,,,,,,5840,4,5123.077,,,,,,,,,
5845,52.6,1038.095,1000.165,1016.441,1017.172,1059.002,1090.819,1108.891,1150.7,1166.34,0.001,,,,,,,5845,4.6,5528.913,,,,,,,,,
5850,55.4,1035.864,999.267,1016.431,1017.114,1050.555,1092.16,1116.891,1151.125,1166.926,0.001,,,,,,,5850,3.4,6064.28,,,,,,,,,
5855,85.6,1023.314,1000.339,1016.226,1016.868,1017.533,1049.733,1068.561,1141.705,1201.589,0.001,,,,,,,5855,3.4,4238.84,,,,,,,,,
5860,59.8,1033.326,1000.551,1016.317,1017.078,1051.133,1075.019,1093.285,1142.482,1158.382,0.001,,,,,,,5860,3.4,6006.45,,,,,,,,,
5865,39.2,1051.001,1001.763,1016.929,1042.574,1075.588,1109.174,1133.808,1183.605,1183.672,0.001,,,,,,,5865,2.8,6556.376,,,,,,,,,
5870,58.6,1034.44,1000.148,1016.14,1016.926,1050.421,1090.31,1108.591,1175.65,1176.738,0.001,,,,,,,5870,3.8,4441.105,,,,,,,,,
5875,59.2,1033.358,1000.304,1016.147,1017.021,1050.115,1083.91,1107.439,1159.111,1176.047,0.001,,,,,,,5875,4.6,5240.749,,,,,,,,,
5880,68.8,1028.974,999.996,1016.167,1016.776,1024.821,1067.837,1091.76,1174.431,1207.91,0.001,,,,,,,5880,3.6,5056.532,,,,,,,,,
5885,62.8,1031.716,999.855,1016.348,1017.128,1049.668,1067.755,1091.57,1125.537,1159.347,0.001,,,,,,,5885,4.4,5385.571,,,,,,,,,
5890,57.6,1034.855,1000.487,1016.461,1017.19,1055.343,1084.49,1108.58,1142.392,1176.189,0.001,,,,,,,5890,3,6069.685,,,,,,,,,
5895,78.6,1025.266,1000.212,1016.334,1016.925,1018.101,1065.006,1068.031,1124.981,1142.97,0.001,,,,,,,5895,3,4685.338,,,,,,,,,
5900,94,1021.351,999.903,1016.181,1016.756,1017.343,1042.55,1066.573,1100.186,1108.995,0.001,,,,,,,5900,4.4,5606.481,,,,,,,,,
5905,90.8,1021.831,999.712,1016.084,1016.73,1017.324,1057.902,1067.5,1091.641,1217.687,0.001,,,,,,,5905,3.6,4923.702,,,,,,,,,
5910,87.6,1022.892,1000.128,1016.17,1016.781,1017.475,1058.487,1067.751,1100.091,1149.932,0.001,,,,,,,5910,3.2,6075.37,,,,,,,,,
5915,80,1024.744,1000.62,1016.27,1016.835,1017.567,1065.945,1074.87,1108.168,1149.479,0.001,,,,,,,5915,4.2,4382.955,,,,,,,,,
5920,91,1021.91,999.949,1016.009,1016.699,1017.394,1058.276,1066.643,1091.932,1100.816,0.001,,,,,,,5920,4.2,5796.087,,,,,,,,,
5925,86.8,1023.225,1000.353,1016.042,1016.672,1017.419,1058.38,1075.612,1109.515,1118.168,0.001,,,,,,,5925,3.6,5447.196,,,,,,,,,
5930,92.2,1021.345,999.906,1016.271,1016.831,1017.479,1050.315,1059.077,1100.401,1117.134,0.001,,,,,,,5930,3.6,4760.909,,,,,,,,,
5935,92.8,1021.463,1000.105,1016.074,1016.746,1017.422,1056.566,1067.34,1100.47,1134.858,0.001,,,,,,,5935,4,5024.61,,,,,,,,,
5940,88.8,1022.47,999.72,1016.245,1016.876,1017.558,1050.683,1059.517,1109.994,1142.628,0.001,,,,,,,5940,3.2,5543.426,,,,,,,,,
5945,88.6,1022.503,1000.071,1016.121,1016.817,1017.534,1057.467,1066.782,1091.657,1127.406,0.001,,,,,,,5945,3.8,5498.341,,,,,,,,,
5950,96.8,1020.606,999.947,1016.259,1016.651,1017.183,1033.809,1059.101,1083.403,1142.052,0.001,,,,,,,5950,2.8,7403.813,,,,,,,,,
5955,94.2,1021.186,999.735,1016.215,1016.736,1017.326,1049.648,1059.627,1108.332,1175.339,0.001,,,,,,,5955,3.4,5732.752,,,,,,,,,
5960,94.6,1021.084,1000.02,1016.09,1016.664,1017.204,1051.34,1067.192,1091.479,1109.019,0.001,,,,,,,5960,3.4,4732.635,,,,,,,,,
5965,91,1021.9,1000.361,1016.156,1016.772,1017.428,1050.566,1067.816,1090.997,1125.987,0.001,,,,,,,5965,4.2,5859.606,,,,,,,,,
5970,96.2,1020.728,999.891,1016.173,1016.68,1017.162,1049.291,1059.095,1091.6,1158.888,0.001,,,,,,,5970,2.8,5908.01,,,,,,,,,
5975,93.8,1021.395,1000.369,1016.158,1016.708,1017.248,1050.971,1066.857,1108.426,1172.79,0.001,,,,,,,5975,3.4,4675.909,,,,,,,,,
5980,90.2,1022.06,999.995,1016.223,1016.734,1017.304,1055.289,1066.887,1084.287,1092.639,0.001,,,,,,,5980,4,5190.078,,,,,,,,,
5985,95.4,1020.827,1000.001,1016.173,1016.819,1017.47,1050.6,1059.269,1085.058,1142.16,0.001,,,,,,,5985,3.8,5432.098,,,,,,,,,
5990,90,1022.246,1000.253,1016.152,1016.783,1017.368,1051.331,1066.811,1108.942,1352.429,0.001,,,,,,,5990,3.8,5177.126,,,,,,,,,
5995,85.6,1023.173,999.888,1016.22,1016.821,1017.532,1058.976,1067.393,1092.822,1109.139,0.001,,,,,,,5995,5.2,3832.681,,,,,,,,,
6000,96,1020.768,1000.519,1016.103,1016.732,1017.37,1049.775,1058.982,1099.95,1134.125,0.001,,,,,,,6000,4.6,4729.162,,,,,,,,,
6005,78.6,1029.819,1000.176,1016.214,1016.711,1017.363,1057.605,1067.289,1117.957,2492.074,0.001,,,,,,,6005,4,5810.796,,,,,,,,,
6010,71.4,1022.959,996.972,1015.989,1016.518,1017.317,1050.723,1062.047,1125.28,1150.461,0.001,,,,,,,6010,4.2,3728.901,,,,,,,,,
6015,91.4,1021.859,999.633,1016.056,1016.642,1017.323,1050.676,1067.497,1091.711,1109.672,0.001,,,,,,,6015,5,4473.621,,,,,,,,,
6020,98.2,1020.398,1000.007,1016.043,1016.684,1017.288,1048.532,1058.835,1091.49,1092.562,0.001,,,,,,,6020,3.6,5551.182,,,,,,,,,
6025,87.6,1022.716,1000.065,1016.174,1016.695,1017.3,1058.022,1066.812,1097.04,1146.762,0.001,,,,,,,6025,4.6,4966.721,,,,,,,,,
6030,94.2,1021.205,1000.068,1016.145,1016.674,1017.315,1049.909,1064.094,1083.616,1109.379,0.001,,,,,,,6030,3.8,4255.567,,,,,,,,,
6035,2,4171.525,1008.876,1016.636,1017.305,1058.75,16777.38,16777.38,16777.38,16777.38,0,,,,,,,6035,4.2,5740.849,,,,,,,,,
6040,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6040,3.4,5436.931,,,,,,,,,
6045,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6045,4.2,4515.043,,,,,,,,,
6050,73,1022.728,1000.23,1016.292,1016.898,1017.621,1051.02,1059.331,1107.961,1117.748,0.001,,,,,,,6050,4.2,5271.899,,,,,,,,,
6055,92.2,1021.552,999.983,1016.26,1016.814,1017.374,1050.593,1070.146,1101.167,1133.529,0.001,,,,,,,6055,3.6,4894.135,,,,,,,,,
6060,11.4,1361.385,1000.616,1016.291,1016.897,1017.824,1075.381,1100.431,10651.245,10651.245,0.001,,,,,,,6060,3.2,6257.768,,,,,,,,,
6065,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6065,3.6,4254.252,,,,,,,,,
6070,80.6,1023.243,1000.168,1016.183,1016.951,1017.803,1059.298,1067.548,1101.931,1150.467,0.001,,,,,,,6070,5,4865.43,,,,,,,,,
6075,15.2,1173.286,1000.754,1016.638,1017.342,1018.073,1059.401,1084.965,6743.384,6743.384,0.001,,,,,,,6075,3.4,5691.093,,,,,,,,,
6080,57.4,1023.912,1000.053,1016.31,1016.945,1017.719,1059.411,1083.796,1118.443,1134.736,0.001,,,,,,,6080,4,4264.416,,,,,,,,,
6085,42.4,1126.898,1000.417,1016.415,1017.104,1017.647,1049.839,1067.935,1088.195,12355.066,0.001,,,,,,,6085,5,4536.19,,,,,,,,,
6090,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6090,3.6,5294.595,,,,,,,,,
6095,23.8,1025.756,1000.354,1016.31,1016.824,1017.508,1067.303,1099.524,1108.447,1168.359,0.001,,,,,,,6095,4.4,4556.144,,,,,,,,,
6100,86,1023.33,999.982,1016.197,1016.871,1017.512,1066.433,1083.477,1109.236,1125.369,0.001,,,,,,,6100,4.8,4526.716,,,,,,,,,
6105,58.8,1044.986,1000.402,1016.161,1016.814,1017.518,1050.751,1059.179,1127.282,4526.034,0.001,,,,,,,6105,3.8,5320.475,,,,,,,,,
6110,67.2,1019.783,1000.316,1015.86,1016.707,1017.417,1033.74,1059.541,1092.157,1108.91,0.001,,,,,,,6110,6,3909.482,,,,,,,,,
6115,84.6,1023.613,1000.711,1016.35,1016.93,1017.613,1058.512,1067.15,1110.039,1217.793,0.001,,,,,,,6115,4.8,4444.982,,,,,,,,,
6120,84,1023.696,999.959,1016.171,1016.761,1017.294,1058.82,1075.192,1109.709,1424.99,0.001,,,,,,,6120,3.6,5772.069,,,,,,,,,
6125,88.2,1022.629,1000.305,1016.061,1016.787,1017.339,1059.28,1075.107,1125.56,1143.014,0.001,,,,,,,6125,3.6,5306.297,,,,,,,,,
6130,76,1026.285,1000.195,1015.972,1016.749,1017.353,1050.419,1075.153,1101.725,2074.691,0.001,,,,,,,6130,3.2,4839.071,,,,,,,,,
6135,77.2,1110.784,999.745,1016.348,1016.975,1017.504,1041.797,1068.034,1135.959,18339.447,0.001,,,,,,,6135,4,5709.756,,,,,,,,,
6140,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6140,4,4725.365,,,,,,,,,
6145,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6145,5.6,4083.418,,,,,,,,,
6150,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6150,4.2,4421.217,,,,,,,,,
6155,67,1021.53,1000.202,1016.033,1016.77,1017.343,1057.216,1067.863,1107.69,1141.931,0.001,,,,,,,6155,4.6,4955.344,,,,,,,,,
6160,94.2,1021.279,1000.117,1016.169,1016.796,1017.409,1049.431,1059.862,1093.23,1117.113,0.001,,,,,,,6160,3.4,4682.197,,,,,,,,,
6165,64,1030.962,999.946,1015.905,1016.695,1017.281,1058.293,1068.117,1116.35,2593.829,0.001,,,,,,,6165,4.6,4750.957,,,,,,,,,
6170,89.8,1022.205,999.866,1016.156,1016.719,1017.396,1058.079,1067.201,1109.689,1150.851,0.001,,,,,,,6170,3.4,5540.382,,,,,,,,,
6175,58.2,1034.273,1000.313,1016.251,1016.826,1017.663,1065.972,1090.911,1201.077,2201.126,0.001,,,,,,,6175,3.8,5810.818,,,,,,,,,
6180,93.4,1021.355,1000.017,1016.187,1016.817,1017.386,1054.714,1060.177,1100.136,1251.73,0.001,,,,,,,6180,3.4,6426.395,,,,,,,,,
6185,41.6,1047.994,1000.12,1016.385,1016.978,1017.685,1058.791,1076.56,1168.63,3634.56,0.001,,,,,,,6185,3.6,4610.142,,,,,,,,,
6190,82,1024.379,1000.39,1016.306,1017.011,1017.581,1050.954,1068.602,1127.005,1552.158,0.001,,,,,,,6190,4,4809.464,,,,,,,,,
6195,93.8,1021.245,1000.368,1016.356,1016.967,1017.641,1058.266,1067.52,1091.05,1101.619,0.001,,,,,,,6195,4,5435.532,,,,,,,,,
6200,15.2,1131.724,1001.72,1016.461,1017.083,1017.734,1066.972,1100.369,5143.465,5143.465,0.001,,,,,,,6200,3.2,5650.772,,,,,,,,,
6205,84.4,1023.701,999.761,1016.386,1017.058,1017.67,1059.016,1076.198,1109.019,1134.787,0.001,,,,,,,6205,4,5498.06,,,,,,,,,
6210,7.8,1786.718,1001.844,1016.327,1016.964,1017.492,1066.842,15970.606,16031.858,16031.858,0.001,,,,,,,6210,3.6,5360.154,,,,,,,,,
6215,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6215,4.8,4098.516,,,,,,,,,
6220,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6220,4.6,4117.597,,,,,,,,,
6225,78,1023.751,1000.134,1016.371,1017.02,1017.671,1059.462,1076.366,1126.428,1210.086,0.001,,,,,,,6225,4.6,4685.12,,,,,,,,,
6230,27.6,1132.525,1000.27,1016.419,1016.863,1017.603,1057.156,1067.352,8733.35,8734.814,0.001,,,,,,,6230,3.8,5694.203,,,,,,,,,
6235,15.2,1022.306,1000.965,1016.649,1017.102,1017.649,1032.633,1085,1125.501,1125.501,0.001,,,,,,,6235,3.2,5698.532,,,,,,,,,
6240,87,1077.303,1000.197,1016.385,1016.992,1017.746,1057.642,1068.049,1093.427,12992.763,0.001,,,,,,,6240,3.8,4598.73,,,,,,,,,
6245,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6245,5,4366.4,,,,,,,,,
6250,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,6250,5,4372.4,,,,,,,,,
